ID_Produto,Nome_Produto,Valor,Moeda
PRD001349,Previdencia 1349,"R$ 7,510.56",BRL
PRD001350,Titulo de Capitalizacao 1350,"R$ 10,104.87",BRL
PRD001351,Conta Digital 1351,"R$ 15,617.90",BRL
PRD001352,Cartao de Credito 1352,"$ 6,619.53",USD
PRD001353,Emprestimo Pessoal 1353,"R$ 24,453.72",BRL
PRD001354,Financiamento 1354,"R$ 22,310.93",BRL
PRD001355,Seguro 1355,"R$ 6,114.15",BRL
PRD001356,CDB 1356,"$ 6,200.12",USD
PRD001357,Fundo de Investimento 1357,"R$ 5,767.35",BRL
PRD001358,Cambio 1358,"R$ 3,692.46",BRL
PRD001359,Previdencia 1359,"R$ 13,222.70",BRL
PRD001360,Titulo de Capitalizacao 1360,"$ 2,092.39",USD
PRD001361,Conta Digital 1361,"R$ 24,112.02",BRL
PRD001362,Cartao de Credito 1362,"R$ 13,198.42",BRL
PRD001363,Emprestimo Pessoal 1363,"R$ 17,657.00",BRL
PRD001364,Financiamento 1364,"$ 3,846.84",USD
PRD001365,Seguro 1365,"R$ 14,564.06",BRL
PRD001366,CDB 1366,"R$ 9,969.93",BRL
PRD001367,Fundo de Investimento 1367,R$ 674.80,BRL
PRD001368,Cambio 1368,"$ 1,911.47",USD
PRD001369,Previdencia 1369,"R$ 13,802.96",BRL
PRD001370,Titulo de Capitalizacao 1370,"R$ 14,984.76",BRL
PRD001371,Conta Digital 1371,"R$ 2,792.46",BRL
PRD001372,Cartao de Credito 1372,"$ 7,140.70",USD
PRD001373,Emprestimo Pessoal 1373,"R$ 11,716.22",BRL
PRD001374,Financiamento 1374,"R$ 24,365.86",BRL
PRD001375,Seguro 1375,"R$ 19,314.20",BRL
PRD001376,CDB 1376,"$ 5,915.02",USD
PRD001377,Fundo de Investimento 1377,"R$ 20,338.52",BRL
PRD001378,Cambio 1378,"R$ 22,487.74",BRL
PRD001379,Previdencia 1379,"R$ 23,779.48",BRL
PRD001380,Titulo de Capitalizacao 1380,"$ 5,026.51",USD
PRD001381,Conta Digital 1381,"R$ 4,355.01",BRL
PRD001382,Cartao de Credito 1382,"R$ 11,015.89",BRL
PRD001383,Emprestimo Pessoal 1383,"R$ 8,582.36",BRL
PRD001384,Financiamento 1384,"$ 3,840.09",USD
PRD001385,Seguro 1385,"R$ 21,892.89",BRL
PRD001386,CDB 1386,"R$ 14,103.40",BRL
PRD001387,Fundo de Investimento 1387,"R$ 4,557.20",BRL
PRD001388,Cambio 1388,"$ 5,145.85",USD
PRD001389,Previdencia 1389,"R$ 13,006.51",BRL
PRD001390,Titulo de Capitalizacao 1390,"R$ 17,807.72",BRL
PRD001391,Conta Digital 1391,"R$ 18,850.22",BRL
PRD001392,Cartao de Credito 1392,"$ 4,839.44",USD
PRD001393,Emprestimo Pessoal 1393,"R$ 4,771.89",BRL
PRD001394,Financiamento 1394,"R$ 13,244.15",BRL
PRD001395,Seguro 1395,"R$ 21,126.68",BRL
PRD001396,CDB 1396,"$ 4,120.69",USD
PRD001397,Fundo de Investimento 1397,"R$ 5,551.00",BRL
PRD001398,Cambio 1398,"R$ 19,008.13",BRL
PRD001399,Previdencia 1399,"R$ 7,549.05",BRL
PRD001400,Titulo de Capitalizacao 1400,"$ 4,709.74",USD
PRD001401,Conta Digital 1401,"R$ 3,383.60",BRL
PRD001402,Cartao de Credito 1402,"R$ 4,549.53",BRL
PRD001403,Emprestimo Pessoal 1403,"R$ 2,281.85",BRL
PRD001404,Financiamento 1404,"$ 2,526.05",USD
PRD001405,Seguro 1405,"R$ 5,371.13",BRL
PRD001406,CDB 1406,"R$ 6,895.72",BRL
PRD001407,Fundo de Investimento 1407,"R$ 12,012.53",BRL
PRD001408,Cambio 1408,"$ 5,262.50",USD
PRD001409,Previdencia 1409,"R$ 22,360.74",BRL
PRD001410,Titulo de Capitalizacao 1410,"R$ 12,909.88",BRL
PRD001411,Conta Digital 1411,"R$ 23,348.23",BRL
PRD001412,Cartao de Credito 1412,"$ 2,212.45",USD
PRD001413,Emprestimo Pessoal 1413,"R$ 23,859.80",BRL
PRD001414,Financiamento 1414,"R$ 1,184.96",BRL
PRD001415,Seguro 1415,"R$ 9,646.20",BRL
PRD001416,CDB 1416,"$ 5,231.96",USD
PRD001417,Fundo de Investimento 1417,"R$ 11,067.73",BRL
PRD001418,Cambio 1418,"R$ 19,672.71",BRL
PRD001419,Previdencia 1419,"R$ 18,052.42",BRL
PRD001420,Titulo de Capitalizacao 1420,"$ 4,360.71",USD
PRD001421,Conta Digital 1421,"R$ 1,228.53",BRL
PRD001422,Cartao de Credito 1422,"R$ 1,331.99",BRL
PRD001423,Emprestimo Pessoal 1423,"R$ 8,280.20",BRL
PRD001424,Financiamento 1424,"$ 4,745.70",USD
PRD001425,Seguro 1425,"R$ 24,308.02",BRL
PRD001426,CDB 1426,"R$ 24,581.92",BRL
PRD001427,Fundo de Investimento 1427,"R$ 24,183.34",BRL
PRD001428,Cambio 1428,"$ 7,386.02",USD
PRD001429,Previdencia 1429,"R$ 12,655.28",BRL
PRD001430,Titulo de Capitalizacao 1430,"R$ 7,110.35",BRL
PRD001431,Conta Digital 1431,R$ 338.71,BRL
PRD001432,Cartao de Credito 1432,"$ 4,439.92",USD
PRD001433,Emprestimo Pessoal 1433,R$ 375.02,BRL
PRD001434,Financiamento 1434,"R$ 10,980.39",BRL
PRD001435,Seguro 1435,"R$ 3,193.87",BRL
PRD001436,CDB 1436,"$ 6,273.52",USD
PRD001437,Fundo de Investimento 1437,"R$ 3,395.04",BRL
PRD001438,Cambio 1438,"R$ 1,630.98",BRL
PRD001439,Previdencia 1439,"R$ 24,624.61",BRL
PRD001440,Titulo de Capitalizacao 1440,"$ 2,805.89",USD
PRD001441,Conta Digital 1441,"R$ 5,088.90",BRL
PRD001442,Cartao de Credito 1442,"R$ 24,417.41",BRL
PRD001443,Emprestimo Pessoal 1443,"R$ 8,206.08",BRL
PRD001444,Financiamento 1444,"$ 6,159.50",USD
PRD001445,Seguro 1445,"R$ 14,303.10",BRL
PRD001446,CDB 1446,"R$ 24,966.83",BRL
PRD001447,Fundo de Investimento 1447,"R$ 13,714.73",BRL
PRD001448,Cambio 1448,"$ 3,164.50",USD
PRD001449,Previdencia 1449,"R$ 10,579.45",BRL
PRD001450,Titulo de Capitalizacao 1450,"R$ 23,670.51",BRL
PRD001451,Conta Digital 1451,"R$ 19,274.24",BRL
PRD001452,Cartao de Credito 1452,"$ 6,517.39",USD
PRD001453,Emprestimo Pessoal 1453,"R$ 16,979.57",BRL
PRD001454,Financiamento 1454,"R$ 24,667.07",BRL
PRD001455,Seguro 1455,"R$ 19,355.06",BRL
PRD001456,CDB 1456,"$ 4,567.90",USD
PRD001457,Fundo de Investimento 1457,"R$ 11,250.12",BRL
PRD001458,Cambio 1458,"R$ 9,853.63",BRL
PRD001459,Previdencia 1459,"R$ 9,696.41",BRL
PRD001460,Titulo de Capitalizacao 1460,"$ 1,349.83",USD
PRD001461,Conta Digital 1461,R$ 625.19,BRL
PRD001462,Cartao de Credito 1462,"R$ 7,622.96",BRL
PRD001463,Emprestimo Pessoal 1463,"R$ 7,619.13",BRL
PRD001464,Financiamento 1464,$ 108.25,USD
PRD001465,Seguro 1465,"R$ 5,202.37",BRL
PRD001466,CDB 1466,"R$ 14,308.85",BRL
PRD001467,Fundo de Investimento 1467,"R$ 4,788.75",BRL
PRD001468,Cambio 1468,"$ 2,001.77",USD
PRD001469,Previdencia 1469,"R$ 13,853.94",BRL
PRD001470,Titulo de Capitalizacao 1470,"R$ 6,376.87",BRL
PRD001471,Conta Digital 1471,"R$ 7,811.47",BRL
PRD001472,Cartao de Credito 1472,"$ 3,659.78",USD
PRD001473,Emprestimo Pessoal 1473,"R$ 10,698.93",BRL
PRD001474,Financiamento 1474,"R$ 15,647.02",BRL
PRD001475,Seguro 1475,"R$ 21,429.99",BRL
PRD001476,CDB 1476,"$ 6,239.15",USD
PRD001477,Fundo de Investimento 1477,"R$ 5,882.72",BRL
PRD001478,Cambio 1478,"R$ 24,656.47",BRL
PRD001479,Previdencia 1479,"R$ 15,625.93",BRL
PRD001480,Titulo de Capitalizacao 1480,"$ 3,049.63",USD
PRD001481,Conta Digital 1481,"R$ 17,776.57",BRL
PRD001482,Cartao de Credito 1482,"R$ 6,652.90",BRL
PRD001483,Emprestimo Pessoal 1483,"R$ 22,798.82",BRL
PRD001484,Financiamento 1484,"$ 2,651.02",USD
PRD001485,Seguro 1485,"R$ 12,318.38",BRL
PRD001486,CDB 1486,"R$ 19,740.61",BRL
PRD001487,Fundo de Investimento 1487,"R$ 5,609.94",BRL
PRD001488,Cambio 1488,"$ 1,780.96",USD
PRD001489,Previdencia 1489,R$ 930.87,BRL
PRD001490,Titulo de Capitalizacao 1490,"R$ 9,387.54",BRL
PRD001491,Conta Digital 1491,"R$ 2,071.12",BRL
PRD001492,Cartao de Credito 1492,"$ 3,477.45",USD
PRD001493,Emprestimo Pessoal 1493,"R$ 18,819.09",BRL
PRD001494,Financiamento 1494,"R$ 13,096.91",BRL
PRD001495,Seguro 1495,"R$ 12,974.32",BRL
PRD001496,CDB 1496,"$ 2,345.95",USD
PRD001497,Fundo de Investimento 1497,"R$ 7,709.00",BRL
PRD001498,Cambio 1498,"R$ 6,003.08",BRL
PRD001499,Previdencia 1499,R$ 542.19,BRL
PRD001500,Titulo de Capitalizacao 1500,"$ 5,264.63",USD
PRD001501,Conta Digital 1501,"R$ 24,417.54",BRL
PRD001502,Cartao de Credito 1502,"R$ 17,058.31",BRL
PRD001503,Emprestimo Pessoal 1503,"R$ 4,141.47",BRL
PRD001504,Financiamento 1504,"$ 6,885.63",USD
PRD001505,Seguro 1505,"R$ 8,160.86",BRL
PRD001506,CDB 1506,"R$ 1,853.55",BRL
PRD001507,Fundo de Investimento 1507,"R$ 8,496.63",BRL
PRD001508,Cambio 1508,"$ 2,097.53",USD
PRD001509,Previdencia 1509,"R$ 23,977.01",BRL
PRD001510,Titulo de Capitalizacao 1510,"R$ 10,246.25",BRL
PRD001511,Conta Digital 1511,"R$ 18,462.29",BRL
PRD001512,Cartao de Credito 1512,"$ 4,075.74",USD
PRD001513,Emprestimo Pessoal 1513,"R$ 1,943.55",BRL
PRD001514,Financiamento 1514,"R$ 8,819.18",BRL
PRD001515,Seguro 1515,"R$ 4,339.21",BRL
PRD001516,CDB 1516,"$ 3,875.81",USD
PRD001517,Fundo de Investimento 1517,"R$ 16,432.06",BRL
PRD001518,Cambio 1518,"R$ 8,884.60",BRL
PRD001519,Previdencia 1519,"R$ 3,568.61",BRL
PRD001520,Titulo de Capitalizacao 1520,"$ 1,639.67",USD
PRD001521,Conta Digital 1521,"R$ 9,209.76",BRL
PRD001522,Cartao de Credito 1522,"R$ 12,317.30",BRL
PRD001523,Emprestimo Pessoal 1523,R$ 692.10,BRL
PRD001524,Financiamento 1524,"$ 4,959.56",USD
PRD001525,Seguro 1525,"R$ 22,922.44",BRL
PRD001526,CDB 1526,"R$ 22,234.09",BRL
PRD001527,Fundo de Investimento 1527,"R$ 1,816.81",BRL
PRD001528,Cambio 1528,"$ 6,247.60",USD
PRD001529,Previdencia 1529,"R$ 19,011.85",BRL
PRD001530,Titulo de Capitalizacao 1530,"R$ 2,275.39",BRL
PRD001531,Conta Digital 1531,"R$ 18,086.07",BRL
PRD001532,Cartao de Credito 1532,"$ 7,224.21",USD
PRD001533,Emprestimo Pessoal 1533,"R$ 4,637.17",BRL
PRD001534,Financiamento 1534,"R$ 6,021.90",BRL
PRD001535,Seguro 1535,"R$ 18,291.26",BRL
PRD001536,CDB 1536,"$ 2,232.51",USD
PRD001537,Fundo de Investimento 1537,"R$ 13,203.59",BRL
PRD001538,Cambio 1538,"R$ 15,671.30",BRL
PRD001539,Previdencia 1539,"R$ 5,197.77",BRL
PRD001540,Titulo de Capitalizacao 1540,"$ 2,743.39",USD
PRD001541,Conta Digital 1541,"R$ 5,801.84",BRL
PRD001542,Cartao de Credito 1542,"R$ 14,212.12",BRL
PRD001543,Emprestimo Pessoal 1543,"R$ 23,968.63",BRL
PRD001544,Financiamento 1544,"$ 6,417.73",USD
PRD001545,Seguro 1545,"R$ 21,435.59",BRL
PRD001546,CDB 1546,"R$ 23,338.59",BRL
PRD001547,Fundo de Investimento 1547,"R$ 11,712.59",BRL
PRD001548,Cambio 1548,"$ 3,771.88",USD
PRD001549,Previdencia 1549,"R$ 8,561.01",BRL
PRD001550,Titulo de Capitalizacao 1550,"R$ 22,692.37",BRL
PRD001551,Conta Digital 1551,"R$ 12,825.27",BRL
PRD001552,Cartao de Credito 1552,"$ 4,939.27",USD
PRD001553,Emprestimo Pessoal 1553,"R$ 20,234.20",BRL
PRD001554,Financiamento 1554,"R$ 8,108.26",BRL
PRD001555,Seguro 1555,"R$ 2,813.86",BRL
PRD001556,CDB 1556,"$ 4,835.59",USD
PRD001557,Fundo de Investimento 1557,"R$ 23,036.98",BRL
PRD001558,Cambio 1558,"R$ 12,857.90",BRL
PRD001559,Previdencia 1559,"R$ 16,069.88",BRL
PRD001560,Titulo de Capitalizacao 1560,"$ 5,928.47",USD
PRD001561,Conta Digital 1561,"R$ 20,371.94",BRL
PRD001562,Cartao de Credito 1562,"R$ 4,281.17",BRL
PRD001563,Emprestimo Pessoal 1563,"R$ 7,431.85",BRL
PRD001564,Financiamento 1564,"$ 1,050.69",USD
PRD001565,Seguro 1565,"R$ 11,500.11",BRL
PRD001566,CDB 1566,"R$ 22,605.32",BRL
PRD001567,Fundo de Investimento 1567,"R$ 15,312.97",BRL
PRD001568,Cambio 1568,"$ 2,766.38",USD
PRD001569,Previdencia 1569,"R$ 11,071.15",BRL
PRD001570,Titulo de Capitalizacao 1570,"R$ 14,146.93",BRL
PRD001571,Conta Digital 1571,"R$ 22,814.94",BRL
PRD001572,Cartao de Credito 1572,$ 677.40,USD
PRD001573,Emprestimo Pessoal 1573,"R$ 22,617.82",BRL
PRD001574,Financiamento 1574,"R$ 21,449.49",BRL
PRD001575,Seguro 1575,"R$ 22,363.35",BRL
PRD001576,CDB 1576,$ 651.75,USD
PRD001577,Fundo de Investimento 1577,"R$ 1,875.43",BRL
PRD001578,Cambio 1578,R$ 672.35,BRL
PRD001579,Previdencia 1579,"R$ 4,434.48",BRL
PRD001580,Titulo de Capitalizacao 1580,"$ 3,498.00",USD
PRD001581,Conta Digital 1581,"R$ 11,442.61",BRL
PRD001582,Cartao de Credito 1582,"R$ 6,009.02",BRL
PRD001583,Emprestimo Pessoal 1583,"R$ 1,978.90",BRL
PRD001584,Financiamento 1584,"$ 1,958.75",USD
PRD001585,Seguro 1585,"R$ 22,542.43",BRL
PRD001586,CDB 1586,"R$ 7,649.21",BRL
PRD001587,Fundo de Investimento 1587,"R$ 24,135.42",BRL
PRD001588,Cambio 1588,"$ 6,980.21",USD
PRD001589,Previdencia 1589,"R$ 22,504.12",BRL
PRD001590,Titulo de Capitalizacao 1590,"R$ 16,174.15",BRL
PRD001591,Conta Digital 1591,"R$ 15,839.37",BRL
PRD001592,Cartao de Credito 1592,"$ 3,164.88",USD
PRD001593,Emprestimo Pessoal 1593,"R$ 19,456.65",BRL
PRD001594,Financiamento 1594,"R$ 22,175.62",BRL
PRD001595,Seguro 1595,"R$ 10,383.40",BRL
PRD001596,CDB 1596,"$ 2,821.56",USD
PRD001597,Fundo de Investimento 1597,"R$ 19,794.95",BRL
PRD001598,Cambio 1598,"R$ 15,535.38",BRL
PRD001599,Previdencia 1599,"R$ 8,454.98",BRL
PRD001600,Titulo de Capitalizacao 1600,"$ 4,567.41",USD
PRD001601,Conta Digital 1601,"R$ 12,533.29",BRL
PRD001602,Cartao de Credito 1602,"R$ 2,833.96",BRL
PRD001603,Emprestimo Pessoal 1603,"R$ 9,706.89",BRL
PRD001604,Financiamento 1604,"$ 3,806.48",USD
PRD001605,Seguro 1605,"R$ 15,738.41",BRL
PRD001606,CDB 1606,"R$ 18,945.64",BRL
PRD001607,Fundo de Investimento 1607,"R$ 21,773.02",BRL
PRD001608,Cambio 1608,"$ 5,226.80",USD
PRD001609,Previdencia 1609,"R$ 15,929.34",BRL
PRD001610,Titulo de Capitalizacao 1610,"R$ 17,017.69",BRL
PRD001611,Conta Digital 1611,"R$ 3,678.35",BRL
PRD001612,Cartao de Credito 1612,"$ 3,717.89",USD
PRD001613,Emprestimo Pessoal 1613,"R$ 6,471.56",BRL
PRD001614,Financiamento 1614,"R$ 7,747.80",BRL
PRD001615,Seguro 1615,"R$ 22,923.48",BRL
PRD001616,CDB 1616,"$ 1,507.75",USD
PRD001617,Fundo de Investimento 1617,"R$ 24,488.97",BRL
PRD001618,Cambio 1618,"R$ 18,771.44",BRL
PRD001619,Previdencia 1619,"R$ 15,852.76",BRL
PRD001620,Titulo de Capitalizacao 1620,"$ 7,402.56",USD
PRD001621,Conta Digital 1621,"R$ 13,510.50",BRL
PRD001622,Cartao de Credito 1622,"R$ 7,121.67",BRL
PRD001623,Emprestimo Pessoal 1623,"R$ 7,275.03",BRL
PRD001624,Financiamento 1624,"$ 1,574.84",USD
PRD001625,Seguro 1625,"R$ 22,452.89",BRL
PRD001626,CDB 1626,"R$ 7,533.57",BRL
PRD001627,Fundo de Investimento 1627,"R$ 13,312.06",BRL
PRD001628,Cambio 1628,"$ 6,584.16",USD
PRD001629,Previdencia 1629,"R$ 9,791.34",BRL
PRD001630,Titulo de Capitalizacao 1630,"R$ 19,403.07",BRL
PRD001631,Conta Digital 1631,"R$ 15,835.32",BRL
PRD001632,Cartao de Credito 1632,"$ 7,425.10",USD
PRD001633,Emprestimo Pessoal 1633,"R$ 11,001.88",BRL
PRD001634,Financiamento 1634,"R$ 5,375.54",BRL
PRD001635,Seguro 1635,"R$ 21,482.29",BRL
PRD001636,CDB 1636,"$ 2,558.06",USD
PRD001637,Fundo de Investimento 1637,"R$ 12,635.75",BRL
PRD001638,Cambio 1638,"R$ 15,793.20",BRL
PRD001639,Previdencia 1639,"R$ 2,424.13",BRL
PRD001640,Titulo de Capitalizacao 1640,"$ 7,361.16",USD
PRD001641,Conta Digital 1641,"R$ 8,407.09",BRL
PRD001642,Cartao de Credito 1642,"R$ 21,600.17",BRL
PRD001643,Emprestimo Pessoal 1643,"R$ 7,372.18",BRL
PRD001644,Financiamento 1644,"$ 4,890.18",USD
PRD001645,Seguro 1645,"R$ 1,756.08",BRL
PRD001646,CDB 1646,"R$ 11,669.72",BRL
PRD001647,Fundo de Investimento 1647,"R$ 12,860.93",BRL
PRD001648,Cambio 1648,"$ 1,136.61",USD
PRD001649,Previdencia 1649,"R$ 13,247.16",BRL
PRD001650,Titulo de Capitalizacao 1650,R$ 98.86,BRL
PRD001651,Conta Digital 1651,"R$ 1,903.38",BRL
PRD001652,Cartao de Credito 1652,"$ 1,256.18",USD
PRD001653,Emprestimo Pessoal 1653,"R$ 18,576.21",BRL
PRD001654,Financiamento 1654,"R$ 13,541.35",BRL
PRD001655,Seguro 1655,R$ 110.82,BRL
PRD001656,CDB 1656,"$ 6,102.63",USD
PRD001657,Fundo de Investimento 1657,"R$ 11,732.47",BRL
PRD001658,Cambio 1658,"R$ 7,366.36",BRL
PRD001659,Previdencia 1659,"R$ 10,231.91",BRL
PRD001660,Titulo de Capitalizacao 1660,$ 759.63,USD
PRD001661,Conta Digital 1661,"R$ 15,152.87",BRL
PRD001662,Cartao de Credito 1662,"R$ 3,617.22",BRL
PRD001663,Emprestimo Pessoal 1663,"R$ 14,625.33",BRL
PRD001664,Financiamento 1664,"$ 1,572.04",USD
PRD001665,Seguro 1665,"R$ 6,899.18",BRL
PRD001666,CDB 1666,"R$ 12,589.58",BRL
PRD001667,Fundo de Investimento 1667,"R$ 18,550.33",BRL
PRD001668,Cambio 1668,"$ 7,390.59",USD
PRD001669,Previdencia 1669,"R$ 9,833.01",BRL
PRD001670,Titulo de Capitalizacao 1670,"R$ 13,758.49",BRL
PRD001671,Conta Digital 1671,"R$ 7,624.66",BRL
PRD001672,Cartao de Credito 1672,"$ 3,784.53",USD
PRD001673,Emprestimo Pessoal 1673,"R$ 11,139.11",BRL
PRD001674,Financiamento 1674,"R$ 10,049.96",BRL
PRD001675,Seguro 1675,"R$ 22,221.45",BRL
PRD001676,CDB 1676,"$ 1,393.88",USD
PRD001677,Fundo de Investimento 1677,"R$ 16,436.29",BRL
PRD001678,Cambio 1678,"R$ 2,985.38",BRL
PRD001679,Previdencia 1679,"R$ 20,598.23",BRL
PRD001680,Titulo de Capitalizacao 1680,"$ 3,005.31",USD
PRD001681,Conta Digital 1681,"R$ 1,270.28",BRL
PRD001682,Cartao de Credito 1682,"R$ 11,740.13",BRL
PRD001683,Emprestimo Pessoal 1683,"R$ 17,161.42",BRL
PRD001684,Financiamento 1684,"$ 5,436.09",USD
PRD001685,Seguro 1685,"R$ 1,566.75",BRL
PRD001686,CDB 1686,"R$ 10,385.10",BRL
PRD001687,Fundo de Investimento 1687,"R$ 17,771.01",BRL
PRD001688,Cambio 1688,"$ 4,400.14",USD
PRD001689,Previdencia 1689,"R$ 21,538.87",BRL
PRD001690,Titulo de Capitalizacao 1690,"R$ 23,626.84",BRL
PRD001691,Conta Digital 1691,"R$ 20,730.31",BRL
PRD001692,Cartao de Credito 1692,"$ 5,082.92",USD
PRD001693,Emprestimo Pessoal 1693,"R$ 8,512.39",BRL
PRD001694,Financiamento 1694,"R$ 2,316.62",BRL
PRD001695,Seguro 1695,"R$ 19,499.18",BRL
PRD001696,CDB 1696,"$ 2,093.02",USD
PRD001697,Fundo de Investimento 1697,"R$ 3,354.33",BRL
PRD001698,Cambio 1698,"R$ 2,823.26",BRL
PRD001699,Previdencia 1699,"R$ 12,220.42",BRL
PRD001700,Titulo de Capitalizacao 1700,"$ 6,404.41",USD
PRD001701,Conta Digital 1701,R$ 772.90,BRL
PRD001702,Cartao de Credito 1702,"R$ 20,753.16",BRL
PRD001703,Emprestimo Pessoal 1703,"R$ 7,381.20",BRL
PRD001704,Financiamento 1704,"$ 3,962.88",USD
PRD001705,Seguro 1705,"R$ 13,367.40",BRL
PRD001706,CDB 1706,"R$ 6,643.92",BRL
PRD001707,Fundo de Investimento 1707,"R$ 3,241.69",BRL
PRD001708,Cambio 1708,"$ 2,992.45",USD
PRD001709,Previdencia 1709,"R$ 3,488.47",BRL
PRD001710,Titulo de Capitalizacao 1710,"R$ 8,778.32",BRL
PRD001711,Conta Digital 1711,"R$ 9,163.36",BRL
PRD001712,Cartao de Credito 1712,$ 786.77,USD
PRD001713,Emprestimo Pessoal 1713,"R$ 19,516.20",BRL
PRD001714,Financiamento 1714,"R$ 6,840.59",BRL
PRD001715,Seguro 1715,"R$ 12,197.55",BRL
PRD001716,CDB 1716,"$ 2,208.65",USD
PRD001717,Fundo de Investimento 1717,"R$ 15,295.28",BRL
PRD001718,Cambio 1718,"R$ 12,262.36",BRL
PRD001719,Previdencia 1719,"R$ 16,378.82",BRL
PRD001720,Titulo de Capitalizacao 1720,"$ 2,060.15",USD
PRD001721,Conta Digital 1721,"R$ 10,667.46",BRL
PRD001722,Cartao de Credito 1722,"R$ 10,667.84",BRL
PRD001723,Emprestimo Pessoal 1723,"R$ 4,232.99",BRL
PRD001724,Financiamento 1724,"$ 5,711.09",USD
PRD001725,Seguro 1725,"R$ 10,615.59",BRL
PRD001726,CDB 1726,"R$ 23,027.29",BRL
PRD001727,Fundo de Investimento 1727,R$ 793.88,BRL
PRD001728,Cambio 1728,$ 168.05,USD
PRD001729,Previdencia 1729,"R$ 4,652.74",BRL
PRD001730,Titulo de Capitalizacao 1730,"R$ 2,617.61",BRL
PRD001731,Conta Digital 1731,"R$ 14,040.14",BRL
PRD001732,Cartao de Credito 1732,"$ 2,563.14",USD
PRD001733,Emprestimo Pessoal 1733,"R$ 18,649.44",BRL
PRD001734,Financiamento 1734,"R$ 12,965.29",BRL
PRD001735,Seguro 1735,"R$ 15,833.69",BRL
PRD001736,CDB 1736,"$ 4,437.08",USD
PRD001737,Fundo de Investimento 1737,"R$ 16,648.79",BRL
PRD001738,Cambio 1738,"R$ 20,491.20",BRL
PRD001739,Previdencia 1739,"R$ 23,931.25",BRL
PRD001740,Titulo de Capitalizacao 1740,"$ 4,665.51",USD
PRD001741,Conta Digital 1741,"R$ 22,964.89",BRL
PRD001742,Cartao de Credito 1742,"R$ 14,580.46",BRL
PRD001743,Emprestimo Pessoal 1743,"R$ 11,950.00",BRL
PRD001744,Financiamento 1744,"$ 7,483.66",USD
PRD001745,Seguro 1745,"R$ 14,201.28",BRL
PRD001746,CDB 1746,"R$ 9,337.22",BRL
PRD001747,Fundo de Investimento 1747,R$ 745.29,BRL
PRD001748,Cambio 1748,"$ 4,636.92",USD
PRD001749,Previdencia 1749,"R$ 20,556.91",BRL
PRD001750,Titulo de Capitalizacao 1750,"R$ 5,318.19",BRL
PRD001751,Conta Digital 1751,"R$ 20,569.04",BRL
PRD001752,Cartao de Credito 1752,"$ 1,788.87",USD
PRD001753,Emprestimo Pessoal 1753,"R$ 11,905.58",BRL
PRD001754,Financiamento 1754,"R$ 8,922.25",BRL
PRD001755,Seguro 1755,"R$ 15,502.06",BRL
PRD001756,CDB 1756,"$ 2,211.29",USD
PRD001757,Fundo de Investimento 1757,"R$ 15,328.78",BRL
PRD001758,Cambio 1758,"R$ 9,020.95",BRL
PRD001759,Previdencia 1759,"R$ 13,690.02",BRL
PRD001760,Titulo de Capitalizacao 1760,"$ 6,331.60",USD
PRD001761,Conta Digital 1761,"R$ 13,420.40",BRL
PRD001762,Cartao de Credito 1762,"R$ 24,769.44",BRL
PRD001763,Emprestimo Pessoal 1763,"R$ 10,712.24",BRL
PRD001764,Financiamento 1764,"$ 3,387.10",USD
PRD001765,Seguro 1765,"R$ 3,137.91",BRL
PRD001766,CDB 1766,"R$ 1,264.71",BRL
PRD001767,Fundo de Investimento 1767,R$ 128.44,BRL
PRD001768,Cambio 1768,"$ 1,658.26",USD
PRD001769,Previdencia 1769,"R$ 10,548.14",BRL
PRD001770,Titulo de Capitalizacao 1770,"R$ 13,964.62",BRL
PRD001771,Conta Digital 1771,"R$ 22,779.41",BRL
PRD001772,Cartao de Credito 1772,"$ 5,720.95",USD
PRD001773,Emprestimo Pessoal 1773,R$ 163.52,BRL
PRD001774,Financiamento 1774,"R$ 19,966.38",BRL
PRD001775,Seguro 1775,"R$ 1,897.95",BRL
PRD001776,CDB 1776,"$ 3,054.54",USD
PRD001777,Fundo de Investimento 1777,"R$ 11,965.50",BRL
PRD001778,Cambio 1778,"R$ 18,969.91",BRL
PRD001779,Previdencia 1779,"R$ 5,349.49",BRL
PRD001780,Titulo de Capitalizacao 1780,"$ 4,374.74",USD
PRD001781,Conta Digital 1781,"R$ 23,831.62",BRL
PRD001782,Cartao de Credito 1782,"R$ 13,636.35",BRL
PRD001783,Emprestimo Pessoal 1783,"R$ 7,224.62",BRL
PRD001784,Financiamento 1784,$ 547.85,USD
PRD001785,Seguro 1785,"R$ 17,543.82",BRL
PRD001786,CDB 1786,"R$ 19,944.10",BRL
PRD001787,Fundo de Investimento 1787,"R$ 8,518.12",BRL
PRD001788,Cambio 1788,"$ 7,491.17",USD
PRD001789,Previdencia 1789,"R$ 4,514.43",BRL
PRD001790,Titulo de Capitalizacao 1790,"R$ 17,480.97",BRL
PRD001791,Conta Digital 1791,"R$ 7,778.55",BRL
PRD001792,Cartao de Credito 1792,"$ 4,264.60",USD
PRD001793,Emprestimo Pessoal 1793,"R$ 24,141.77",BRL
PRD001794,Financiamento 1794,"R$ 3,635.66",BRL
PRD001795,Seguro 1795,"R$ 6,316.33",BRL
PRD001796,CDB 1796,"$ 2,974.92",USD
PRD001797,Fundo de Investimento 1797,"R$ 11,501.31",BRL
PRD001798,Cambio 1798,"R$ 21,908.94",BRL
