ID_Transacao,ID_Produto,ID_Cliente,Data_Transacao,Canal_Compra
TRX00007837,PRD001994,CLI000434,10/08/2023,Agencia
TRX00007838,PRD000340,CLI000710,09/06/2025,App
TRX00007839,PRD001900,CLI000653,30/01/2025,App
TRX00007840,PRD001942,CLI000632,09/05/2021,Agencia
TRX00007841,PRD000523,CLI000957,12/07/2021,App
TRX00007842,PRD001946,CLI000705,12/04/2024,Agencia
TRX00007843,PRD000349,CLI000265,22/12/2020,App
TRX00007844,PRD001873,CLI000596,24/12/2025,App
TRX00007845,PRD001842,CLI000457,21/12/2023,App
TRX00007846,PRD001398,CLI000343,20/04/2021,App
TRX00007847,PRD001798,CLI000833,13/02/2018,App
TRX00007848,PRD000915,CLI000915,28/06/2018,App
TRX00007849,PRD000409,CLI000409,30/01/2025,App
TRX00007850,PRD001562,CLI000904,14/01/2024,App
TRX00007851,PRD000002,CLI000081,13/09/2025,App
TRX00007852,PRD000350,CLI000414,15/01/2021,App
TRX00007853,PRD001286,CLI000655,31/05/2017,App
TRX00007854,PRD000054,CLI000721,03/02/2024,App
TRX00007855,PRD000681,CLI000410,09/10/2025,App
TRX00007856,PRD000060,CLI000935,01/11/2016,App
TRX00007857,PRD000050,CLI000909,15/08/2022,App
TRX00007858,PRD000814,CLI000989,06/06/2026,App
TRX00007859,PRD000009,CLI000790,29/04/2018,Agencia
TRX00007860,PRD001844,CLI000231,04/08/2025,App
TRX00007861,PRD000842,CLI000825,27/05/2021,App
TRX00007862,PRD000692,CLI000692,02/08/2020,App
TRX00007863,PRD001840,CLI000919,12/01/2025,App
TRX00007864,PRD000650,CLI000033,04/11/2025,App
TRX00007865,PRD000099,CLI000287,20/05/2025,App
TRX00007866,PRD001162,CLI000162,17/05/2017,Agencia
TRX00007867,PRD000694,CLI000802,08/09/2025,App
TRX00007868,PRD001390,CLI000346,04/04/2025,App
TRX00007869,PRD001282,CLI000341,19/07/2021,Agencia
TRX00007870,PRD001526,CLI000252,02/02/2014,App
TRX00007871,PRD000243,CLI000243,08/06/2025,App
TRX00007872,PRD001189,CLI000441,12/07/2026,App
TRX00007873,PRD000582,CLI000325,09/12/2025,App
TRX00007874,PRD000438,CLI000090,04/04/2024,Agencia
TRX00007875,PRD001095,CLI000095,12/10/2021,App
TRX00007876,PRD001148,CLI000521,02/01/2021,App
TRX00007877,PRD001952,CLI000384,09/06/2026,App
TRX00007878,PRD000162,CLI000510,16/08/2020,App
TRX00007879,PRD000787,CLI000700,13/01/2023,App
TRX00007880,PRD000536,CLI000816,01/07/2024,App
TRX00007881,PRD001717,CLI000016,15/11/2019,App
TRX00007882,PRD001053,CLI000479,24/07/2021,App
TRX00007883,PRD001459,CLI000459,24/02/2014,App
TRX00007884,PRD000727,CLI000104,18/01/2018,Agencia
TRX00007885,PRD000575,CLI000575,26/07/2022,App
TRX00007886,PRD001713,CLI000858,01/02/2026,Agencia
TRX00007887,PRD001840,CLI000352,05/12/2021,App
TRX00007888,PRD001490,CLI000177,16/04/2018,App
TRX00007889,PRD001799,CLI000163,12/06/2020,App
TRX00007890,PRD001599,CLI000051,13/02/2026,Agencia
TRX00007891,PRD000950,CLI000510,16/12/2018,App
TRX00007892,PRD000648,CLI000648,28/12/2025,App
TRX00007893,PRD001966,CLI000533,18/08/2024,App
TRX00007894,PRD001759,CLI000248,06/11/2016,App
TRX00007895,PRD000375,CLI000375,03/10/2016,App
TRX00007896,PRD001168,CLI000037,11/05/2026,App
TRX00007897,PRD000160,CLI000340,27/02/2025,Agencia
TRX00007898,PRD000654,CLI000654,15/08/2026,App
TRX00007899,PRD000791,CLI000791,27/11/2022,Agencia
TRX00007900,PRD001351,CLI000351,18/08/2025,App
TRX00007901,PRD001825,CLI000746,21/05/2023,App
TRX00007902,PRD000927,CLI000846,01/07/2025,Agencia
TRX00007903,PRD000993,CLI000008,17/03/2024,Agencia
TRX00007904,PRD000448,CLI000174,06/06/2026,App
TRX00007905,PRD001861,CLI000728,07/01/2020,App
TRX00007906,PRD000603,CLI000603,30/03/2016,App
TRX00007907,PRD001786,CLI000212,27/07/2015,App
TRX00007908,PRD001268,CLI000064,26/12/2021,Agencia
TRX00007909,PRD000976,CLI000423,26/10/2025,Agencia
TRX00007910,PRD000693,CLI000470,25/11/2017,App
TRX00007911,PRD001458,CLI000950,09/12/2022,App
TRX00007912,PRD001335,CLI000972,05/01/2026,App
TRX00007913,PRD000699,CLI000699,09/05/2025,App
TRX00007914,PRD001376,CLI000215,07/12/2016,App
TRX00007915,PRD000417,CLI000581,28/08/2018,App
TRX00007916,PRD000122,CLI000569,26/03/2026,App
TRX00007917,PRD001573,CLI000422,29/09/2019,Agencia
TRX00007918,PRD000764,CLI000407,07/07/2016,App
TRX00007919,PRD000683,CLI000683,07/08/2026,App
TRX00007920,PRD001400,CLI000089,12/03/2025,App
TRX00007921,PRD001212,CLI000497,23/05/2025,App
TRX00007922,PRD001046,CLI000120,26/06/2023,App
TRX00007923,PRD001550,CLI000210,30/11/2025,App
TRX00007924,PRD000788,CLI000643,26/06/2025,Agencia
TRX00007925,PRD001545,CLI000418,25/07/2017,App
TRX00007926,PRD001862,CLI000929,11/08/2025,App
TRX00007927,PRD000392,CLI000339,24/10/2024,App
TRX00007928,PRD000589,CLI000257,15/06/2022,App
TRX00007929,PRD001686,CLI000624,23/03/2014,App
TRX00007930,PRD001682,CLI000671,06/04/2015,Agencia
TRX00007931,PRD000969,CLI000019,21/07/2021,Agencia
TRX00007932,PRD000634,CLI000973,19/05/2024,App
TRX00007933,PRD001630,CLI000834,28/10/2022,App
TRX00007934,PRD000539,CLI000493,28/06/2026,App
TRX00007935,PRD001003,CLI000648,16/09/2025,Agencia
TRX00007936,PRD001464,CLI000878,09/06/2016,App
TRX00007937,PRD001003,CLI000188,24/02/2025,App
TRX00007938,PRD000403,CLI000075,21/05/2026,Agencia
TRX00007939,PRD001549,CLI000968,23/07/2023,Agencia
TRX00007940,PRD001111,CLI000319,12/04/2024,Agencia
TRX00007941,PRD001805,CLI000485,14/07/2026,App
TRX00007942,PRD001227,CLI000427,23/10/2022,App
TRX00007943,PRD001051,CLI000051,03/04/2019,App
TRX00007944,PRD000433,CLI000174,14/07/2026,Agencia
TRX00007945,PRD001045,CLI000238,19/04/2022,Agencia
TRX00007946,PRD001150,CLI000068,22/07/2022,App
TRX00007947,PRD000598,CLI000941,25/02/2016,App
TRX00007948,PRD000128,CLI000223,02/07/2022,App
TRX00007949,PRD000391,CLI000699,24/08/2023,App
TRX00007950,PRD000230,CLI000801,01/08/2026,App
TRX00007951,PRD001352,CLI000762,20/02/2022,App
TRX00007952,PRD001718,CLI000717,04/09/2022,Agencia
TRX00007953,PRD000522,CLI000787,21/10/2021,Agencia
TRX00007954,PRD001160,CLI000160,09/04/2025,App
TRX00007955,PRD000478,CLI000478,28/09/2017,Agencia
TRX00007956,PRD001756,CLI000719,21/08/2023,App
TRX00007957,PRD000513,CLI000719,21/08/2023,App
TRX00007958,PRD000193,CLI000193,19/06/2019,Agencia
TRX00007959,PRD000012,CLI000291,30/06/2025,App
TRX00007960,PRD000162,CLI000162,16/01/2016,App
TRX00007961,PRD000426,CLI000426,15/03/2026,App
TRX00007962,PRD001013,CLI000530,24/03/2015,App
TRX00007963,PRD000696,CLI000019,13/06/2014,App
TRX00007964,PRD001672,CLI000999,19/09/2015,App
TRX00007965,PRD001700,CLI000507,09/09/2023,App
TRX00007966,PRD000515,CLI000791,11/07/2023,App
TRX00007967,PRD000617,CLI000185,30/11/2025,App
TRX00007968,PRD000320,CLI000024,02/07/2022,Agencia
TRX00007969,PRD001135,CLI000633,23/06/2021,App
TRX00007970,PRD000865,CLI000565,13/05/2022,App
TRX00007971,PRD001632,CLI000518,08/02/2025,App
TRX00007972,PRD000462,CLI000315,31/08/2023,Agencia
TRX00007973,PRD000147,CLI000856,04/07/2025,Agencia
TRX00007974,PRD001611,CLI000108,21/12/2020,App
TRX00007975,PRD001192,CLI000192,06/12/2010,App
TRX00007976,PRD000377,CLI000011,28/03/2023,App
TRX00007977,PRD001021,CLI000724,18/12/2020,App
TRX00007978,PRD001901,CLI000654,14/03/2026,App
TRX00007979,PRD001170,CLI000152,30/09/2023,Agencia
TRX00007980,PRD000241,CLI000241,23/09/2014,App
TRX00007981,PRD000808,CLI000453,04/05/2020,App
TRX00007982,PRD000022,CLI000259,01/05/2022,App
TRX00007983,PRD001179,CLI000072,15/06/2023,App
TRX00007984,PRD001555,CLI000555,02/01/2025,Agencia
TRX00007985,PRD000791,CLI000225,06/03/2026,App
TRX00007986,PRD000187,CLI000187,13/10/2024,App
TRX00007987,PRD000898,CLI000454,01/03/2026,App
TRX00007988,PRD001118,CLI000278,02/09/2012,Agencia
TRX00007989,PRD000565,CLI000565,10/02/2020,Agencia
TRX00007990,PRD000874,CLI000952,19/09/2024,Agencia
TRX00007991,PRD000576,CLI000576,19/07/2025,App
TRX00007992,PRD000806,CLI000420,04/01/2024,App
TRX00007993,PRD000344,CLI000887,14/11/2020,App
TRX00007994,PRD000226,CLI000226,30/05/2026,App
TRX00007995,PRD001767,CLI000833,12/06/2016,Agencia
TRX00007996,PRD001046,CLI000046,29/05/2019,App
TRX00007997,PRD001263,CLI000978,27/07/2026,App
TRX00007998,PRD000086,CLI000076,04/08/2026,Agencia
TRX00007999,PRD000825,CLI000979,21/02/2018,App
TRX00008000,PRD000364,CLI000011,22/08/2023,App
TRX00008001,PRD001444,CLI000824,01/08/2022,App
TRX00008002,PRD000522,CLI000185,09/11/2025,App
TRX00008003,PRD001703,CLI000703,16/05/2025,App
TRX00008004,PRD001737,CLI000831,10/02/2021,App
TRX00008005,PRD000208,CLI000057,30/06/2015,Agencia
TRX00008006,PRD000310,CLI000310,23/06/2023,App
TRX00008007,PRD000802,CLI000523,25/02/2021,App
TRX00008008,PRD001414,CLI000351,30/07/2025,Agencia
TRX00008009,PRD000891,CLI000938,09/05/2026,App
TRX00008010,PRD000274,CLI000308,30/03/2021,App
TRX00008011,PRD001842,CLI000257,27/04/2025,App
TRX00008012,PRD000395,CLI000673,08/07/2022,App
TRX00008013,PRD001414,CLI000414,12/04/2025,App
TRX00008014,PRD001930,CLI000322,01/02/2018,App
TRX00008015,PRD000530,CLI000170,29/10/2019,App
TRX00008016,PRD000895,CLI000564,19/02/2022,App
TRX00008017,PRD001120,CLI000018,30/01/2019,App
TRX00008018,PRD000320,CLI000780,09/04/2019,App
TRX00008019,PRD001192,CLI000655,03/10/2022,Agencia
TRX00008020,PRD000860,CLI000085,26/09/2023,App
TRX00008021,PRD000724,CLI000724,27/06/2025,App
TRX00008022,PRD000060,CLI000060,24/04/2020,App
TRX00008023,PRD000969,CLI000969,19/09/2018,App
TRX00008024,PRD000489,CLI000685,17/04/2026,App
TRX00008025,PRD001205,CLI000285,20/12/2024,Agencia
TRX00008026,PRD001742,CLI000633,05/12/2021,App
TRX00008027,PRD001660,CLI000529,18/04/2017,App
TRX00008028,PRD000461,CLI000706,10/03/2026,App
TRX00008029,PRD000464,CLI000707,31/03/2026,Agencia
TRX00008030,PRD001256,CLI000603,29/01/2021,Agencia
TRX00008031,PRD001759,CLI000095,28/08/2020,App
TRX00008032,PRD001523,CLI000395,19/06/2022,Agencia
TRX00008033,PRD001673,CLI000168,27/06/2025,App
TRX00008034,PRD000097,CLI000038,02/02/2022,Agencia
TRX00008035,PRD001163,CLI000926,03/04/2026,App
TRX00008036,PRD000387,CLI000387,16/08/2021,Agencia
TRX00008037,PRD001863,CLI000905,16/08/2026,App
TRX00008038,PRD000946,CLI000193,29/08/2017,Agencia
TRX00008039,PRD001570,CLI000568,14/06/2022,App
TRX00008040,PRD001098,CLI000098,22/12/2015,App
TRX00008041,PRD001246,CLI000590,02/01/2024,Agencia
TRX00008042,PRD000995,CLI000376,08/08/2023,App
TRX00008043,PRD001219,CLI000046,18/10/2017,App
TRX00008044,PRD000604,CLI000111,22/07/2024,App
TRX00008045,PRD001277,CLI000449,30/01/2023,Agencia
TRX00008046,PRD000604,CLI000013,26/11/2024,App
TRX00008047,PRD000722,CLI000722,02/06/2026,App
TRX00008048,PRD001695,CLI000695,18/01/2024,Agencia
TRX00008049,PRD000007,CLI000916,13/06/2019,App
TRX00008050,PRD000763,CLI000044,09/11/2025,App
TRX00008051,PRD001124,CLI000787,30/10/2023,App
TRX00008052,PRD000587,CLI000892,18/05/2022,App
TRX00008053,PRD001583,CLI000672,10/07/2023,App
TRX00008054,PRD000252,CLI000005,29/10/2024,App
TRX00008055,PRD000362,CLI000362,20/09/2019,App
TRX00008056,PRD000372,CLI000372,18/08/2023,App
TRX00008057,PRD000887,CLI000887,08/04/2019,App
TRX00008058,PRD000576,CLI000605,21/01/2022,Agencia
TRX00008059,PRD001493,CLI000248,12/03/2026,App
TRX00008060,PRD000537,CLI000997,07/04/2017,App
TRX00008061,PRD000872,CLI000872,12/12/2024,App
TRX00008062,PRD000524,CLI000504,11/06/2022,Agencia
TRX00008063,PRD000265,CLI000190,15/08/2022,App
TRX00008064,PRD000072,CLI000658,02/08/2018,Agencia
TRX00008065,PRD001626,CLI000830,17/05/2022,Agencia
TRX00008066,PRD001787,CLI000076,20/01/2026,App
TRX00008067,PRD001255,CLI000296,21/11/2025,Agencia
TRX00008068,PRD001018,CLI000018,01/02/2014,App
TRX00008069,PRD000133,CLI000889,16/12/2025,App
TRX00008070,PRD000544,CLI000544,13/11/2022,App
TRX00008071,PRD000143,CLI000907,29/01/2014,Agencia
TRX00008072,PRD001178,CLI000772,08/09/2024,App
TRX00008073,PRD001353,CLI000353,13/12/2018,App
TRX00008074,PRD000050,CLI000072,29/06/2020,App
TRX00008075,PRD001010,CLI000152,10/03/2022,Agencia
TRX00008076,PRD001836,CLI000069,27/01/2012,Agencia
TRX00008077,PRD001437,CLI000481,22/04/2026,App
TRX00008078,PRD000978,CLI000348,04/02/2023,App
TRX00008079,PRD000117,CLI000243,20/06/2025,App
TRX00008080,PRD001144,CLI000678,16/08/2020,Agencia
TRX00008081,PRD001497,CLI000497,28/02/2020,App
TRX00008082,PRD001629,CLI000629,16/12/2025,App
TRX00008083,PRD000320,CLI000773,19/09/2021,Agencia
TRX00008084,PRD000900,CLI000612,21/02/2021,App
TRX00008085,PRD000183,CLI000183,17/04/2018,App
TRX00008086,PRD001096,CLI000700,16/12/2024,App
TRX00008087,PRD000371,CLI000833,10/03/2023,App
TRX00008088,PRD001236,CLI000702,19/05/2025,Agencia
TRX00008089,PRD000357,CLI000357,06/11/2025,Agencia
TRX00008090,PRD001420,CLI000386,20/11/2019,App
TRX00008091,PRD000876,CLI000312,08/05/2025,App
TRX00008092,PRD000843,CLI000843,10/03/2026,App
TRX00008093,PRD001137,CLI000439,22/08/2024,App
TRX00008094,PRD000781,CLI000687,23/01/2024,App
TRX00008095,PRD000153,CLI000153,23/06/2026,App
TRX00008096,PRD001083,CLI000200,28/08/2015,App
TRX00008097,PRD001446,CLI000465,04/08/2013,App
TRX00008098,PRD000151,CLI000049,23/12/2024,App
TRX00008099,PRD000202,CLI000671,25/04/2024,App
TRX00008100,PRD001568,CLI000568,14/01/2018,App
TRX00008101,PRD001635,CLI000080,23/05/2026,Agencia
TRX00008102,PRD000165,CLI000235,11/01/2014,App
TRX00008103,PRD001615,CLI000324,08/08/2025,App
TRX00008104,PRD000313,CLI000261,16/07/2025,App
TRX00008105,PRD001744,CLI000867,02/08/2024,Agencia
TRX00008106,PRD000780,CLI000443,13/07/2026,App
TRX00008107,PRD001530,CLI000537,20/08/2016,App
TRX00008108,PRD001517,CLI000517,04/08/2017,App
TRX00008109,PRD000100,CLI000100,24/12/2025,Agencia
TRX00008110,PRD001965,CLI000842,02/04/2019,Agencia
TRX00008111,PRD000262,CLI000030,02/04/2026,Agencia
TRX00008112,PRD000365,CLI000135,01/06/2019,Agencia
TRX00008113,PRD000147,CLI000454,03/05/2026,App
TRX00008114,PRD000302,CLI000044,11/01/2025,App
TRX00008115,PRD001963,CLI000368,08/12/2024,App
TRX00008116,PRD001285,CLI000285,06/07/2025,App
TRX00008117,PRD000802,CLI000444,01/03/2019,App
TRX00008118,PRD001932,CLI000932,03/07/2025,App
TRX00008119,PRD000449,CLI000549,24/03/2019,App
TRX00008120,PRD000604,CLI000190,18/10/2015,Agencia
TRX00008121,PRD001288,CLI000288,06/05/2026,App
TRX00008122,PRD001958,CLI000825,07/11/2025,Agencia
TRX00008123,PRD000995,CLI000777,23/02/2022,App
TRX00008124,PRD001582,CLI000524,14/04/2015,App
TRX00008125,PRD001337,CLI000976,15/12/2022,App
TRX00008126,PRD000685,CLI000966,19/04/2023,App
TRX00008127,PRD000444,CLI000444,26/06/2020,App
TRX00008128,PRD001202,CLI000462,01/12/2018,Agencia
TRX00008129,PRD001427,CLI000830,08/07/2014,App
TRX00008130,PRD001598,CLI000882,24/11/2020,App
TRX00008131,PRD000069,CLI000971,25/03/2025,Agencia
TRX00008132,PRD000571,CLI000708,31/03/2019,App
TRX00008133,PRD001161,CLI000523,21/04/2025,App
TRX00008134,PRD000090,CLI000643,28/07/2025,App
TRX00008135,PRD001111,CLI000111,20/09/2025,App
TRX00008136,PRD000651,CLI000345,19/04/2025,Agencia
TRX00008137,PRD001742,CLI000742,30/08/2025,App
TRX00008138,PRD001600,CLI000183,23/03/2023,Agencia
TRX00008139,PRD001675,CLI000168,21/01/2023,Agencia
TRX00008140,PRD001836,CLI000865,21/03/2022,App
TRX00008141,PRD001696,CLI000360,26/01/2024,App
TRX00008142,PRD000290,CLI000817,16/05/2015,App
TRX00008143,PRD001559,CLI000940,07/10/2023,App
TRX00008144,PRD000757,CLI000757,31/10/2015,App
TRX00008145,PRD000304,CLI000128,19/01/2026,App
TRX00008146,PRD000797,CLI000297,01/02/2026,App
TRX00008147,PRD000334,CLI000419,17/03/2021,App
TRX00008148,PRD000234,CLI000526,24/01/2024,Agencia
TRX00008149,PRD000508,CLI000700,10/04/2023,Agencia
TRX00008150,PRD000080,CLI000829,04/08/2024,App
TRX00008151,PRD001628,CLI000699,13/06/2026,App
TRX00008152,PRD001042,CLI000685,19/08/2026,App
TRX00008153,PRD000288,CLI000906,19/09/2020,App
TRX00008154,PRD000116,CLI000357,04/08/2026,App
TRX00008155,PRD000070,CLI000801,27/12/2025,Agencia
TRX00008156,PRD001584,CLI000261,19/08/2018,App
TRX00008157,PRD000903,CLI000578,09/08/2026,Agencia
TRX00008158,PRD001092,CLI000513,09/07/2023,App
TRX00008159,PRD001614,CLI000702,06/09/2019,App
TRX00008160,PRD001707,CLI000479,04/02/2023,Agencia
TRX00008161,PRD000507,CLI000507,12/04/2026,App
TRX00008162,PRD000336,CLI000784,03/08/2024,App
TRX00008163,PRD001590,CLI000710,24/06/2022,Agencia
TRX00008164,PRD000663,CLI000035,23/05/2018,Agencia
TRX00008165,PRD001424,CLI000424,03/07/2026,App
TRX00008166,PRD000995,CLI000862,09/02/2021,App
TRX00008167,PRD000376,CLI000383,15/12/2019,App
TRX00008168,PRD000494,CLI000494,04/06/2021,Agencia
TRX00008169,PRD001532,CLI000532,14/03/2025,App
TRX00008170,PRD000091,CLI000499,29/05/2016,App
TRX00008171,PRD001963,CLI000643,24/05/2026,App
TRX00008172,PRD000196,CLI000196,03/06/2019,App
TRX00008173,PRD001412,CLI000595,15/07/2020,App
TRX00008174,PRD000428,CLI000119,30/06/2026,Agencia
TRX00008175,PRD000227,CLI000389,26/01/2018,App
TRX00008176,PRD001787,CLI000849,07/08/2018,App
TRX00008177,PRD001711,CLI000711,11/01/2025,App
TRX00008178,PRD000533,CLI000033,08/04/2019,Agencia
TRX00008179,PRD000456,CLI000100,18/08/2024,App
TRX00008180,PRD001114,CLI000173,10/08/2025,Agencia
TRX00008181,PRD001803,CLI000803,19/02/2025,App
TRX00008182,PRD001386,CLI000335,25/08/2021,App
TRX00008183,PRD000610,CLI000371,20/01/2026,App
TRX00008184,PRD000195,CLI000581,06/10/2021,App
TRX00008185,PRD000896,CLI000983,05/05/2022,App
TRX00008186,PRD001414,CLI000305,17/08/2021,App
TRX00008187,PRD000103,CLI000557,15/05/2018,Agencia
TRX00008188,PRD001307,CLI000307,01/04/2026,App
TRX00008189,PRD001237,CLI000956,08/05/2024,App
TRX00008190,PRD001766,CLI000619,06/01/2024,Agencia
TRX00008191,PRD000754,CLI000924,01/06/2025,App
TRX00008192,PRD001477,CLI000947,22/04/2022,Agencia
TRX00008193,PRD000180,CLI000180,19/08/2016,App
TRX00008194,PRD000244,CLI000244,05/01/2025,Agencia
TRX00008195,PRD000383,CLI000730,08/10/2014,Agencia
TRX00008196,PRD000587,CLI000196,28/04/2016,App
TRX00008197,PRD000279,CLI000279,01/12/2025,App
TRX00008198,PRD001617,CLI000352,25/11/2017,App
TRX00008199,PRD000526,CLI000411,18/04/2022,App
TRX00008200,PRD001507,CLI000730,07/08/2025,App
TRX00008201,PRD001611,CLI000589,21/01/2020,App
TRX00008202,PRD000052,CLI000833,11/11/2015,App
TRX00008203,PRD001328,CLI000527,02/12/2024,App
TRX00008204,PRD001562,CLI000781,09/10/2017,Agencia
TRX00008205,PRD001758,CLI000929,20/07/2025,Agencia
TRX00008206,PRD000613,CLI000412,25/02/2025,App
TRX00008207,PRD000037,CLI000193,04/09/2017,Agencia
TRX00008208,PRD000271,CLI000302,13/09/2022,App
TRX00008209,PRD000496,CLI000425,15/12/2017,App
TRX00008210,PRD000255,CLI000526,20/05/2025,App
TRX00008211,PRD001101,CLI000459,24/03/2024,App
TRX00008212,PRD001739,CLI000739,19/06/2026,App
TRX00008213,PRD000667,CLI000259,26/05/2019,App
TRX00008214,PRD000482,CLI000092,18/10/2024,Agencia
TRX00008215,PRD000780,CLI000856,26/09/2024,Agencia
TRX00008216,PRD001813,CLI000854,07/06/2020,App
TRX00008217,PRD000965,CLI000345,04/02/2023,App
TRX00008218,PRD001508,CLI000746,15/11/2022,App
TRX00008219,PRD001062,CLI000841,17/11/2012,App
TRX00008220,PRD001184,CLI000527,19/10/2021,App
TRX00008221,PRD001038,CLI000038,28/10/2016,App
TRX00008222,PRD000437,CLI000983,22/05/2025,App
TRX00008223,PRD000143,CLI000143,23/07/2012,App
TRX00008224,PRD000908,CLI000486,28/02/2026,App
TRX00008225,PRD001551,CLI000551,19/06/2026,App
TRX00008226,PRD000454,CLI000454,17/03/2026,Agencia
TRX00008227,PRD000122,CLI000122,30/04/2018,App
TRX00008228,PRD001623,CLI000255,02/11/2019,Agencia
TRX00008229,PRD000070,CLI000858,15/04/2026,App
TRX00008230,PRD001735,CLI000496,11/05/2017,App
TRX00008231,PRD000192,CLI000675,25/01/2022,App
TRX00008232,PRD001100,CLI000100,23/12/2025,App
TRX00008233,PRD001217,CLI000965,28/08/2019,App
TRX00008234,PRD000173,CLI000142,02/11/2024,App
TRX00008235,PRD001975,CLI000082,11/06/2026,App
TRX00008236,PRD000788,CLI000605,26/03/2021,App
TRX00008237,PRD001989,CLI000989,01/12/2024,Agencia
TRX00008238,PRD001318,CLI000695,28/01/2026,App
TRX00008239,PRD001082,CLI000082,07/12/2025,Agencia
TRX00008240,PRD000678,CLI000405,06/04/2018,Agencia
TRX00008241,PRD001123,CLI000956,30/05/2024,App
TRX00008242,PRD001958,CLI000463,24/09/2024,Agencia
TRX00008243,PRD001676,CLI000518,13/12/2023,Agencia
TRX00008244,PRD000646,CLI000524,05/11/2011,Agencia
TRX00008245,PRD000994,CLI000994,03/01/2026,App
TRX00008246,PRD001340,CLI000861,22/08/2025,App
TRX00008247,PRD000723,CLI000324,20/06/2026,Agencia
TRX00008248,PRD000142,CLI000025,29/04/2022,App
TRX00008249,PRD000507,CLI000611,20/06/2013,App
TRX00008250,PRD001506,CLI000620,17/07/2019,App
TRX00008251,PRD000493,CLI000977,09/12/2023,App
TRX00008252,PRD001340,CLI000098,14/04/2016,App
TRX00008253,PRD001005,CLI000093,22/01/2024,App
TRX00008254,PRD000589,CLI000329,26/07/2025,Agencia
TRX00008255,PRD001025,CLI000093,07/04/2020,Agencia
TRX00008256,PRD001942,CLI000942,02/10/2014,App
TRX00008257,PRD000575,CLI000584,22/09/2019,App
TRX00008258,PRD001836,CLI000756,26/08/2024,App
TRX00008259,PRD000384,CLI000130,27/02/2026,App
TRX00008260,PRD000525,CLI000532,06/02/2026,App
TRX00008261,PRD001747,CLI000670,17/10/2025,App
TRX00008262,PRD000487,CLI000657,08/10/2023,App
TRX00008263,PRD001773,CLI000233,28/08/2022,App
TRX00008264,PRD000510,CLI000004,05/10/2019,App
TRX00008265,PRD001312,CLI000187,07/08/2025,App
TRX00008266,PRD000132,CLI000665,28/03/2013,Agencia
TRX00008267,PRD000752,CLI000752,25/02/2025,App
TRX00008268,PRD000475,CLI000064,27/08/2017,App
TRX00008269,PRD000055,CLI000436,26/01/2021,App
TRX00008270,PRD000632,CLI000517,16/06/2017,Agencia
TRX00008271,PRD000407,CLI000261,17/12/2020,App
TRX00008272,PRD001207,CLI000809,02/10/2021,App
TRX00008273,PRD001665,CLI000352,03/08/2022,Agencia
TRX00008274,PRD000186,CLI000186,21/09/2024,App
TRX00008275,PRD000318,CLI000614,13/02/2020,Agencia
TRX00008276,PRD001564,CLI000094,16/04/2024,App
TRX00008277,PRD000482,CLI000761,03/11/2022,App
TRX00008278,PRD000812,CLI000955,12/07/2018,App
TRX00008279,PRD000841,CLI000118,21/04/2026,App
TRX00008280,PRD000798,CLI000798,22/06/2026,App
TRX00008281,PRD001815,CLI000815,22/02/2016,App
TRX00008282,PRD001113,CLI000368,25/12/2025,Agencia
TRX00008283,PRD001627,CLI000534,29/06/2021,App
TRX00008284,PRD000176,CLI000971,14/12/2025,App
TRX00008285,PRD001131,CLI000212,09/11/2019,App
TRX00008286,PRD001193,CLI000484,24/07/2020,App
TRX00008287,PRD001401,CLI000877,05/07/2023,Agencia
TRX00008288,PRD000036,CLI000971,20/04/2026,App
TRX00008289,PRD000743,CLI000080,25/09/2016,Agencia
TRX00008290,PRD001925,CLI000921,10/08/2026,App
TRX00008291,PRD001087,CLI000149,19/07/2023,App
TRX00008292,PRD000168,CLI000168,17/02/2025,Agencia
TRX00008293,PRD001215,CLI000215,10/01/2026,App
TRX00008294,PRD001115,CLI000524,13/08/2016,App
TRX00008295,PRD000804,CLI000491,01/09/2025,App
TRX00008296,PRD001087,CLI000754,21/04/2024,App
TRX00008297,PRD000432,CLI000432,27/07/2020,Agencia
TRX00008298,PRD000186,CLI000917,30/03/2026,App
TRX00008299,PRD001517,CLI000847,13/07/2020,App
TRX00008300,PRD001623,CLI000623,21/10/2024,App
TRX00008301,PRD000258,CLI000973,23/05/2025,App
TRX00008302,PRD000932,CLI000420,29/04/2026,App
TRX00008303,PRD000091,CLI000642,27/06/2016,App
TRX00008304,PRD001460,CLI000732,12/07/2026,App
TRX00008305,PRD000744,CLI000271,02/12/2020,App
TRX00008306,PRD001319,CLI000620,09/01/2018,Agencia
TRX00008307,PRD001027,CLI000027,24/05/2026,Agencia
TRX00008308,PRD001543,CLI000543,03/04/2022,App
TRX00008309,PRD000152,CLI000152,03/08/2025,App
TRX00008310,PRD001913,CLI000913,29/11/2018,Agencia
TRX00008311,PRD000106,CLI000320,11/11/2015,Agencia
TRX00008312,PRD000354,CLI000203,02/02/2026,App
TRX00008313,PRD001522,CLI000522,05/06/2021,App
TRX00008314,PRD001639,CLI000181,18/01/2022,App
TRX00008315,PRD000896,CLI000272,25/03/2023,App
TRX00008316,PRD001412,CLI000264,13/10/2020,App
TRX00008317,PRD001306,CLI000660,04/11/2022,App
TRX00008318,PRD000287,CLI000973,22/03/2021,App
TRX00008319,PRD000807,CLI000807,01/10/2017,App
TRX00008320,PRD000633,CLI000335,20/06/2022,App
TRX00008321,PRD000517,CLI000206,06/11/2022,App
